,artists
11627,'Smigg Dirtee']
11628,'Lokee Smokin'
11629,'RC Loc'
11630,'Hollow Tip']
11631,'Sianide'
11632,'Mic-C']
11633,'Hollow Tip'
11634,'Young Sav']
11635,'Sianide']
11636,'Young Sav'
11637,'RC Loc']
11638,'Off 1']
11639,['Delton Walker']
11640,['Brad Peterson']
11641,['Radio Moscow']
11642,['Burnt By The Sun']
11643,['Metric']
11644,['Oscar Brand and the Souses']
11645,['Eleven Hundred Springs']
11646,['Claudio Monteverdi'
11647,'Delitiæ Musicæ'
11648,'Marco Longhini']
11649,'Maurizio Piantelli'
11650,'Daniele Bovo'
11651,'Carmen Leoni'
11652,'Vittorio Zanon']
11653,'San Petronio Cappella Musicale Orchestra'
11654,'Sergio Vartolo']
11655,'Alessandro Carmignani'
11656,'Concerto Delle Dame Di Ferrara'
11657,['Callalily']
11658,['Ben and Hannah Dunnett']
11659,['Steve Timmins']
11660,"[""Port O'Brien""]"
11661,['Christmas Island']
11662,['Sarazino']
11663,['Willy Magee']
11664,['Carl Rütti'
11665,'Olivia Robinson'
11666,'Edward Price'
11667,'The Bach Choir'
11668,'Jane Watts'
11669,'Southern Sinfonia'
11670,'David Hill']
11671,['Two Earth Hours']
11672,['Wibal Y Alex']
11673,['Wibal Y Alex'
11674,'Alex The Greatest']
11675,'Yomo']
11676,['Olio']
11677,['Olio'
11678,'Young Crew']
11679,['Pieta Brown']
11680,'Amsterdam Sinfonietta']
11681,['Youthinasia']
11682,['Jim Keaveny']
11683,['Collarossi']
11684,['Morton Feldman'
11685,'Mark Lieb'
11686,'The Phoenix Ensemble']
11687,['Milton Babbitt'
11688,'Studio-Orchester Beromünster'
11689,'Fritz Brun - Conductor']
11690,'Adrian Aeschbacher - Piano'
11691,'Collegium Musicum Zürich'
11692,'Paul Sacher [Conductor]']
11693,['Ruxpin']
11694,['The Hot Club Of San Francisco']
11695,['Jeffrey Kahane'
11696,'The Hot Club Of San Francisco']
11697,['Aeros Quintet'
11698,['Cats On Fire']
11699,['Ian Maksin']
11700,['Sean Chambers']
11701,['Billy D & The Hoodoos']
11702,['Woozy Viper']
11703,'Martin Souter']
11704,'Felix Mendelssohn'
11705,'James Gregory'
11706,'Ian Giles'
11707,'Amber Quartet']
11708,['Henry VIII'
11709,'Jon Banks']
11710,['Thomas Mace'
11711,'Matthew Spring']
11712,['Noel McLoughlin'
11713,'John Spiers'
11714,'Paul Sartin'
11715,'Benji Kirkpatrick'
11716,['Watcher']
11717,['Grażyna Bacewicz'
11718,'Joanna Kurkowicz'
11719,'Polish Radio Symphony Orchestra'
11720,'Łukasz Borowicz']
11721,['Honey White']
11722,'Quatuor Franz Joseph']
11723,['Virgin Millionaires']
11724,['Amanda Richards']
11725,['Merkaba']
11726,['Dreamdate']
11727,['The Ettes']
11728,['The Creeps']
11729,['Jill Barber']
11730,'Jennifer Stinton'
11731,'Concertgebouw Chamber Orchestra'
11732,'Harry Christophers'
11733,'Concertgebouw Chamber Orchestra']
11734,"[""My Life's Despair""]"
11735,"[""My Life's Despair"""
11736,'RavenHair']
11737,['Michael Perry']
11738,['James Tatum Trio Plus']
11739,['Lloyd Miller']
11740,['Morris Wilson Beau Bailey Quintet']
11741,['P.E. Hewitt Jazz Ensemble']
11742,['Mor Thiam']
11743,['The Lightmen Plus One']
11744,['Ndikho Xaba'
11745,'The Natives']
11746,['Salah Ragab'
11747,'The Cairo Jazz Band']
11748,['Positive Force']
11749,['The Frank Derrick Total Experience']
11750,['Hastings Street Jazz Experience']
11751,['Ronnie Boykins']
11752,['Leon Gardner']
11753,['Ohio Penitentiary 511 Jazz Ensemble']
11754,['Memphis Morticians']
11755,['Wiretree']
11756,'ANDY STEIN'
11757,'Buffalo Philharmonic Orchestra'
11758,'Joann Falletta']
11759,'Mario Venzago'
11760,'Brian Newbould'
11761,['Flo Rida'
11762,'Nelly Furtado'
11763,'Malinchak']
11764,'Nellie Furtado']
11765,'Nellie Furtado'
11766,'Sunfreakz']
11767,'Chocolate Puma']
11768,'Disco Fries']
11769,['Dave Douglas Big Band']
11770,['Tame One']
11771,['Princess Velasco']
11772,['Lorna']
11773,['The Mike Vax Big Band'
11774,'Alumni of the Stan Kenton Orchestra']
11775,'Bob Florence'
11776,'Scott Whitfield'
11777,'Ginger Berglund']
11778,['Sharon Cuneta']
11779,['Sharon Cuneta'
11780,'Gabby Concepcion']
11781,['Instrumental']
11782,['Agostino Steffani'
11783,'Elin Manahan Thomas'
11784,'The Sixteen']
11785,'Grace Davidson'
11786,'Mark Dobell'
11787,'Jeremy Budd'
11788,'Rob Macdonald'
11789,'Ruth Massey'
11790,'Eamonn Dougan'
11791,"['Ruby Braff,Scott Hamilton,Jon Wheatley,Dave Green,Steve Brown']"
11792,['JENCARLOS']
11793,['Trisomie 21']
11794,['The Jacka'
11795,'12 Gauge Shotie']
11796,['12 Gauge Shotie']
11797,['B.J. Allen & Blue Voodoo']
11798,['Pete Yorn']
11799,['Hotspur']
11800,['Dirty Looks']
11801,'Sinfonietta Cracovia'
11802,'Jurfen Hempel']
11803,['Lifeseeker']
11804,['The Siren Tower']
11805,['Davisson Brothers Band']
11806,['Nashville Bluegrass Ensemble']
11807,['Gelka']
11808,['Samantha James']
11809,['Rocket Empire']
11810,['Rithma'
11811,'The Hue']
11812,['PC Synergy']
11813,['Kissey Asplund'
11814,'Soliloquy']
11815,['Home and Garden'
11816,'Lisa Shaw']
11817,"[""J Boogie's Dubtronic Science"""
11818,'The Rebirth'
11819,'J-Boogie']
11820,['Ivan Enot']
11821,['Woolfy featuring Projections']
11822,['Bombay Bicycle Club'
11823,'Kathryn Williams']
11824,['Nicken']
11825,['Asad Rizvi'
11826,'Raquel Pinto'
11827,'Paul Sng']
11828,'Steve Sampling']
11829,['Dan Bryk']
11830,['Dan Bryk'
11831,'Greg Wells']
11832,'Greta Gertler']
11833,'Nova Social']
11834,['Cherie Gil']
11835,['Skindred']
11836,['Aiza Seguerra']
11837,['Aiza Seguerra'
11838,'Vic Sotto']
11839,['Soft Black']
11840,['Juliana & PAVA']
11841,'NBC Symphony Orchestra conducted by Leopold Stokowski']
11842,['John Stanley (1712-1786)'
11843,['Bach
11844,Charles Gounod'
11845,'Houston Symphony Orchestra conducted by Leopold Stokowski']
11846,['Alessandro Bottura']
11847,['Triorganico']
11848,['Jeff Alexander Choir'
11849,'C. Callinicos']
11850,['Chris Pureka']
11851,'Rowell Santiago']
11852,['Helena Espvall & Masaki Batoh']
11853,['Wisin & Yandel']
11854,['Wisin & Yandel'
11855,'Divino & Baby Ranks']
11856,'Wibal Y Alex']
11857,'Kaltri']
11858,['De'
11859,'Los Morales'
11860,'Nina Galindo'
11861,'Danzonera Aragón']
11862,'Carlos Morales'
11863,'Héctor Morales'
11864,'Jorge García']
11865,'Carlos Aguilar']
11866,'Nina Galindo']
11867,'Héctor Morales']
11868,['Jorge García'
11869,'Elizabeth Palomeque'
11870,'Víctor Flores'
11871,'Ernesto Anaya'
11872,'Ángel Rojas'
11873,'Los Morales']
11874,['Nina Galindo'
11875,'Jaime López']
11876,'Jorge García'
11877,['Big Medicine']
11878,['Carl Allen'
11879,'Rodney Whitaker']
11880,['Tinsley Ellis']
11881,['Florante']
11882,['Clifton Davis']
11883,'Christian Tetzlaff'
11884,'Antoine Tamestit'
11885,'Marie-Elisabeth Hecker'
11886,'Alois Posch'
11887,'Aldo Baerten'
11888,['Imelda Papin']
11889,['Bizzy Bone'
11890,'Bad Azz']
11891,'Bad Azz'
11892,'Conflict']
11893,['Ogie Alcasid']
11894,['Ogie Alcasid'
11895,'Regine Velasquez']
11896,['Fancy']
11897,['The Sir Finks']
11898,['Freddie Aguilar']
11899,['JUAN DELA CRUZ BAND']
11900,['Maria Cafra']
11901,['Sampaguita']
11902,['Sino Band']
11903,['Judas']
11904,['Lolita & The Boys']
11905,['Sarj']
11906,['Coritha']
11907,['Penpen']
11908,['Gary Granada']
11909,['Banyuhay Ni Heber']
11910,['Bizzy Bone']
11911,'Hazardous']
11912,'The Game'
11913,['Xiu Xiu']
11914,['The Toilet Bowl Cleaners']
11915,['Jim Camacho']
11916,['Yoyoy Villame'
11917,'The Village Angels']
11918,['Hubert Parry'
11919,'Manchester Cathedral Choir'
11920,'Jeffrey Makinson'
11921,'Christopher Stokes']
11922,'Mark Rowlinson'
11923,'Miah Persson'
11924,'Christianne Stotijn'
11925,['T-Rock']
11926,['T-Rock'
11927,'Big Floaty'
11928,'Yung Hazardus (of Area 51)']
11929,'Slikk (of Area 51)'
11930,'C-Mob'
11931,'Nyjai']
11932,'Infra-Red (of Area 51)']
11933,'Reek (of Area 51)'
11934,'Flo Dawgs']
11935,'Pastor Nathaniel Bronner']
11936,['Mandy Harvey']
11937,['Adam Lipman']
11938,['M.C. Mack']
11939,['M.C. Mack'
11940,'M-Child']
11941,'Lord Infamous'
11942,'Kingpin Skinny Pimp']
11943,'Al Kapone']
11944,['Zsa Zsa Padilla']
11945,['Donna & Carroll Roberson']
11946,'Kathryn Ananda-Owens'
11947,'Christopher Atzinger']
11948,'Alison Feldt'
11949,'Hector Valdivia'
11950,'David Carter'
11951,'Kathryn Ananda-Owens']
11952,'Moravská filharmonie Olomouc'
11953,'Hector Valdivia']
11954,['Ernestine Anderson'
11955,['Ashana']
11956,['Kate Higgins']
11957,['Rausch']
11958,['Panda Transport']
11959,['Brad Kilman']
11960,['The Ruffnecks']
11961,['Jacka of the Mob Figaz']
11962,['Joseph Joachim'
11963,'Suyoen Kim'
11964,'Weimar Staatskapelle'
11965,['Kings of Leon']
11966,['Kings of Leon'
11967,'Adriano Cintra']
11968,['Puerto Plata']
11969,['2AM Club']
11970,['Peter Tschernig']
11971,['P & P Old Man Power']
11972,'Paul Badura-Skoda']
11973,"[""Todor 'Toscho' Todorovic""]"
11974,['Marcel Tournier'
11975,'Mirage Quintet']
11976,['Florent Schmitt'
11977,['Jean Françaix'
11978,['Overhaul']
11979,['Yi Chen'
11980,'Hamilton Cheifetz'
11981,'Ron Blessinger'
11982,'Peter Frajola'
11983,'Brian Quincey'
11984,'Adam Esbensen']
11985,'Hamiton Cheifetz'
11986,'Neil DePonte'
11987,'Gordon Rencher']
11988,'Ron Blessing'
11989,'Greg Ewer'
11990,'Hamilton Cheifetz']
11991,'Hamiton Cheifetz']
11992,'Susan Smith']
11993,'Todd Kuhns'
11994,'Georgeanne Ries'
11995,['Zsa Zsa Padilla'
11996,'Nonoy Zuniga']
11997,['Wency Cornejo']
11998,['Donna Cruz'
11999,['RICO J PUNO']
12000,['Basil Valdez']
12001,['REY VALERA']
12002,['APRIL BOYS']
12003,['Black Eyed Peas Tribute']
12004,['Eddie Peregrina']
12005,['Blindside Blues Band']
12006,['Eddy Clearwater']
12007,['Louise Farrenc'
12008,'Konstanze Eickhorst'
12009,'Linos Ensemble']
12010,'Maxim Fedotov'
12011,['Deluge Grander']
12012,['Black Swan Lane']
12013,['Two Harbors']
12014,['Jan Zehrfelds Panzerballett']
12015,['The Order Of Chaos']
12016,"[""Scarlet's Wake""]"
12017,['Die Orginal Deutschmeisterkapelle']
12018,['John Bull'
12019,'Peter Watchorn']
12020,'Mahan Esfahani']
12021,['Tonino Carotone']
12022,['La Junta']
12023,['Side A']
12024,['Paula Poundstone']
12025,['Davey Langit']
12026,['Bella Hardy']
12027,['Celt Islam']
12028,['Celt Islam'
12029,'Bongo Chilli']
12030,'Kenzie']
12031,'Dawoud Kringle']
12032,'Masala']
12033,'Inder Goldfinger']
12034,'Abdalwahid Mursaleen']
12035,'Danman']
12036,'D. Bo. General']
12037,['Crescent Moon Is In Big Trouble']
12038,'Christopher Hinterhuber'
12039,'Kölner Akademie'
12040,'Michael Alexander Willens']
12041,'Teunis van der Zwart'
12042,'Erwin Wieringa'
12043,'Anton Steck'
12044,['JR Writer']
12045,['JR Writer'
12046,'Hell Rell']
12047,'Hell Rell'
12048,'Irocc']
12049,['Grin Department']
12050,['Didith Reyes']
12051,['Sam Billen']
12052,['Shanghaid']
12053,['Euthanásia']
12054,"[""Pedro's Cannabis""]"
12055,['Freeway Jam']
12056,"[""Mariya's Mistress""]"
12057,['Dahong Palay']
12058,['Xanctuary']
12059,['Bagiw']
12060,['Lenny Dee']
12061,['Pop Girls']
12062,['Moriah']
12063,"[""The M's""]"
12064,['Sarah Geronimo']
12065,['Lil Jack']
12066,['Lil Jack'
12067,'Manson Family'
12068,'Smoke']
12069,'Koke']
12070,'Koke'
12071,'Bossbytch']
12072,'Youngin']
12073,'Merciles'
12074,'Kungsbacka Piano Trio']
12075,['Hobbyhorse']
12076,['Phantom Of The Black Hills']
12077,['Martin Nievera']
12078,['Martin Nievera'
12079,'Pops Fernandez']
12080,['Future History']
12081,['Kuh Ledesma']
12082,['Sarah Geronimo'
12083,'Christian Bautista']
12084,['Black Market Militia Presents: William Cooper']
12085,['Killah Priest'
12086,'Hell Razah'
12087,'William Cooper']
12088,['Nature™'
12089,'William Cooper'
12090,'9th Prince Of Killarmy']
12091,['Stoneface'
12092,'Majesty']
12093,['William Cooper'
12094,'Ill Bill of La Coka Nostra']
12095,['Blue Raspberry'
12096,'Bloodsport'
12097,'Stoneface'
12098,['Kitchie Nadal']
12099,'Vlach Quartet Prague'
12100,'Helena Sucharova-Weiser']
12101,'Johann Sebastian Bach'
12102,'Jason Vieaux']
12103,'Tilman Hoppstock'
12104,['Misisipi Rider']
12105,['Long Range']
12106,['Kartier']
12107,['The Lost Agency']
12108,['The Shady Daze']
12109,['Oscar Hamod & The Majestics']
12110,['The Foggy Notions']
12111,['Lord & The Flies']
12112,['The Messengers']
12113,['Ronnie Ross and the Good Guys']
12114,['The Jokers']
12115,['The Sheffields']
12116,['The Great Society']
12117,"[""Cryan' Shames""]"
12118,['The Buckinghams']
12119,['The Boyz']
12120,['Cherry Slush']
12121,['Trafalgar Square']
12122,['The Ricochettes']
12123,['Gary and the Night Lites']
12124,['The Flock']
12125,['Daughters Of Eve']
12126,['Michael & The Messengers']
12127,['Park Avenue Playground']
12128,['Claudia De Breij']
12129,['McCauliffe Brothers Band']
12130,['The Volcanics']
12131,['Moira Smiley & Voco']
12132,"[""Sara Sant'Ambrogio""]"
12133,['Jacob Obrecht'
12134,'Cappella Pratensis']
12135,['Rued Langgaard'
12136,'Flemming Dreisig']
12137,'Flemming Dreisig'
12138,'Vor Frue Kantori']
12139,['Laurel Canyon Animal Company']
12140,['Bleu']
12141,'Dejan Lazić'
12142,'Kirill Petrenko']
12143,'Dejan Lazić']
12144,['The Thermals']
12145,['E-40']
12146,['Prodigy'
12147,'Young Prodigy & Havoc']
12148,['Sean T']
12149,['Mac Mall']
12150,['The Conscious Daughters']
12151,['D-Shot'
12152,['Dru Down'
12153,'Prodigy
12154,Young Prodigy
12155,& Havoc']
12156,['Emgee']
12157,['3 TIMES KRAZY'
12158,['C-Bo']
12159,['Delinquents']
12160,['RBL Posse']
12161,['AMW']
12162,['D.M.S']
12163,['The Governor']
12164,['D-Shot']
12165,['The Twisters']
12166,['Ton Van Bergeyk']
12167,['Barrett Martin Group']
12168,['Barrett Martin Group'
12169,'Rahim AlHaj']
12170,['Roy Heinrich']
12171,['Quintus McCormick Blues Band']
12172,['Inquinok']
12173,['Klaus Weiland']
12174,['Scott Sharrard']
12175,'Sarah Connolly'
12176,'Patricia Bardon'
12177,'William Purefoy'
12178,'John Mark Ainsley'
12179,'Rebecca Outram'
12180,'Choir Of The Enlightenment'
12181,'Orchestra of the Age of Enlightenment'
12182,'Steven Devine'
12183,'Elizabeth Kenny']
12184,['Combo Special']
12185,['Peter Mulvey']
12186,['Lorenzo Palomo'
12187,'Maria Bayo'
12188,'Pepe Romero']
12189,'The Romero Guitar Quartet'
12190,'Seville Royal Symphony Orchestra'
12191,'Rafael Frühbeck de Burgos']
12192,['Filastine']
12193,['Coyote Kings']
12194,['YOB']
12195,['Hans Glicka Orchestra']
12196,['Das Hans Glicka Singers and Orchestra']
12197,['Nathan Clark George']
12198,['Don Diego']
12199,['Fever Ray']
12200,['Eric Stewart']
12201,['Youn Sun Nah']
12202,['Mike Morris']
12203,['The Mutineers']
12204,['Hess Is More']
12205,['Hess Is More'
12206,'Pocketknife']
12207,['Bill Wells'
12208,'Annie Whitehead'
12209,'Stefan Schneider'
12210,'Barbara Morgenstern']
12211,['Rez Abbasi']
12212,['Onesko Bogert Ceo Project']
12213,['Pert Near Sandstone']
12214,['Richard Webb']
12215,['Jherek Bischoff']
12216,['ILL Bill']
12217,['Mark Willms']
12218,['Carol Duboc'
12219,'Hubert Laws']
12220,['Carol Duboc']
12221,['Dana Fuchs']
12222,'Pittsburgh Symphony Orchestra'
12223,['Geoffroy Dewandeler'
12224,['Irene Kelley']
12225,['Rodach']
12226,['Great Big Sea featuring Hawksley Workman']
12227,['Eddie C. Campbell']
12228,['The Middle East']
12229,['Ben Neill']
12230,'Radoslav Kvapil']
12231,['Too Slim and the Taildraggers']
12232,'Enso String Quartet']
12233,'Enso String Quartet'
12234,'Lucy Shelton']
12235,['Thao & The Get Down Stay Down']
12236,['Joseph Marx'
12237,'Daniel Gaede'
12238,'Hariolf Schlichtig'
12239,'Peter Bruns'
12240,'Oliver Triendl']
12241,['Trinity Xperiment']
12242,['John Doe'
12243,'The Sadies']
12244,['The Story']
12245,['André Marie Tala']
12246,['Papercuts']
12247,['Kevin Barker']
12248,['Polar For The Masses']
12249,['Austin Taft']
12250,['Beautiful Things']
12251,['Clara Schumann'
12252,'Dorothea Craxton'
12253,'Hedayet Djeddikar']
12254,['Blood of the Sun']
12255,['Fallen Martyr']
12256,['Ellen Foley']
12257,['Ellen Foley'
12258,'Sergio Munzibai'
12259,'John Morales']
12260,['Toby Keith'
12261,['Trailer Choir']
12262,['Gina Gershon']
12263,['Heartless Bastards']
12264,['Mac Davis']
12265,['Mel Tillis']
12266,"[""Carter's Chord""]"
12267,['Rodney Carrington']
12268,['Mica Roberts']
12269,['Kevin Field'
12270,'Ron Samsom'
12271,'Olivier Holland']
12272,['Stone River']
12273,['Patchouli']
12274,['Phideaux']
12275,['Frank Nimsgern']
12276,['Dallas Brass']
12277,['Natural Vibrations']
12278,['Roc C'
12279,'Not Dr. Trevis']
12280,['Roc C']
12281,'Big Pooh
12282,Chino XL']
12283,'MidaZ the Beast']
12284,'DJ Romes']
12285,'Felony']
12286,'Viva']
12287,'Oh No']
12288,'Prince Po
12289,Rakka Iriscience']
12290,'Pok Dog
12291,Wildchild']
12292,'Mic Geronimo']
12293,['Hearse']
12294,['Spirits']
12295,['Funky Destination']
12296,['Drew De Four']
12297,['AMT8']
12298,['Drive D'
12299,'Goshva'
12300,'WestBoy']
12301,['Satisfied Drive']
12302,'Xyrion Trio']
12303,['The Alice Rose']
12304,['Egorythmia']
12305,['Graham BLVD']
12306,['Johann Gottlieb Graun'
12307,'Les Amis de Philippe']
12308,['Carl Heinrich Graun'
12309,'Johann Gottlieb Graun'
12310,['Houston Person']
12311,['Earl Pickens & Family']
12312,['When I Was 12']
12313,['Trucker Johnson Band']
12314,['The Starting Line']
12315,['Navet Confit']
12316,'Nicola Zaccaria'
12317,'Orchestra Del Teatro Alla Scala
12318,Milano'
12319,'Chorus of Teatro all Scala di Milano'
12320,'Gianandrea Gavazzeni']
12321,'Giuseppe Di Stefano'
12322,'Renata Tebaldi'
12323,'Virgilio Carbonari'
12324,'Tito Gobbi'
12325,'Antonio Negri'
12326,'Franco Piva'
12327,['Lazarus Clamp']
12328,'Trio con Brio Copenhagen']
12329,['Surgeon Marta']
12330,['And So I Watch You from Afar']
12331,['Mega Ran']
12332,['Giovanni Giacomo Gastoldi'
12333,['Orazio Vecchi'
12334,'Les Voix Baroques']
12335,['Kaspar Othmayr'
12336,['Samuel Scheidt'
12337,"[""Jean d'Estrées"""
12338,['Gabriel Bataille'
12339,'Les Voix Baroques'
12340,'Sylvain Bergeron']
12341,['Les Voix Baroques']
12342,['Salomone Rossi'
12343,['Andrea Gabrieli'
12344,'Charles Daniels'
12345,'Colin Balzer'
12346,'Luca Guglielmi']
12347,['Henri Le Bailly'
12348,['Tobias Hume'
12349,['Michael East'
12350,['Orlando Gibbons'
12351,['Psilodump']
12352,['David Gerald']
12353,['Orbital'
12354,'James Zabiela']
12355,['John Adams'
12356,'Robert Orth'
12357,'Maria Kanyova'
12358,'Thomas Hammons'
12359,'Marc Heller'
12360,'Tracy Dahl'
12361,'Chen-Ye Yuan'
12362,'Melissa Malde'
12363,'Julie Simson'
12364,'Jennifer DeDominici'
12365,'Opera Colorado Chorus'
12366,'Colorado Symphony']
12367,['Eskorbuto']
12368,['Family of the Year']
12369,['Roedelius']
12370,['Venomous']
12371,"[""Lil' Rev""]"
12372,['Al Bloch']
12373,['Tom Dyer']
12374,['Mr. Epp and the Calculations']
12375,['Me
12376,Three']
12377,['The Green Pajamas']
12378,['The Icons']
12379,['Evan Schoenfeld']
12380,['Prudence Dredge']
12381,['Liquid Generation']
12382,['Pip McCaslin']
12383,['The Walkabouts']
12384,['Melting Fish']
12385,['Armsakimbo']
12386,['Fastbacks']
12387,['Danger Bunny']
12388,['The Queen Annes']
12389,['The Elements']
12390,['Bombardiers']
12391,['The Life']
12392,['Glass Penguins']
12393,['The Fall-Outs']
12394,['Keith Livingston']
12395,['Steven Lawrence']
12396,['Rich Hinklin']
12397,['Jon Strongbow']
12398,['Capping Day']
12399,['The Purdins']
12400,['The Hit-Men']
12401,['Mad Mad Nomad']
12402,['Slam Suzanne']
12403,['Swelter Cacklebush']
12404,['Tom Dyer'
12405,'Beautimus']
12406,['Chris Brown'
12407,'Swizz Beatz'
12408,['Chris Brown']
12409,'Plies']
12410,'Tank']
12411,'Eva Simons']
12412,'Trey Songz'
12413,'The Game']
12414,'Lupe Fiasco']
12415,['Solid Gold']
12416,['Illidiance']
12417,['The Electric Gypsy']
12418,['Restless']
12419,['Honeymoon Suite']
12420,['Heads
12421,Hands & Feet']
12422,['Foreigner']
12423,['Two High String Band']
12424,['Eliyahu Sills'
12425,'The Qadim Ensemble']
12426,['John Corigliano'
12427,'University of Texas Wind Ensemble'
12428,'Jerry Junkin']
12429,['Jeff Liberman']
12430,['Danny Chaimson & The 11th Hour']
12431,['Vanessa Trien and the Jumping Monkeys']
12432,['Mickey Clark']
12433,['Sharon Van Etten']
12434,['Stardeath And White Dwarfs']
12435,['Chad Price']
12436,['David Grier']
12437,['Dark Dark Dark']
12438,['Mia Borders']
12439,['Buika']
12440,['Buika'
12441,'Chucho Valdés']
12442,['Charles Noblet'
12443,'Charlotte Mattax Moersch']
12444,['Aneuretical']
12445,['Burt Rocket']
12446,['Wayfarer']
12447,['John Campbelljohn']
12448,['Max Q']
12449,['Tarlton']
12450,['Supercharger']
12451,['Hezekiah Jones']
12452,['Enlou']
12453,['Emily Bear']
12454,['Johnny Lima']
12455,['Dinosaur Feathers']
12456,['Stationary Odyssey']
12457,['David Parmley']
12458,['Malefice']
12459,['Queen Ifrica']
12460,['Sanchez']
12461,['Cameal Davis'
12462,'Agent Sasco (Assassin)']
12463,['Peetah Morgan']
12464,['Khalil']
12465,['Phillip 7']
12466,['Jay McKay']
12467,['Dennis Brown'
12468,'Cutty Ranks']
12469,['Dennis Brown']
12470,['Tony Rebel'
12471,'Macka B']
12472,['Frankie Paul']
12473,['Michigan'
12474,'Smiley']
12475,['Beres Hammond']
12476,['The Paper Jets']
12477,['Lenis Guess & The Raw Soul']
12478,['Kenny Smith & The Fox Fire Band']
12479,['BAB (Big Apple Band)']
12480,['Steve Marshall']
12481,['Masterminds']
12482,['Jimmy James Thomas']
12483,['400 Years Of What']
12484,['Dirty Red Morgan Group']
12485,['Kenny Smith & The Maximum Feeling']
12486,['Manzel']
12487,['Manzel & The Soul Syndicate']
12488,"[""The U.B.'S""]"
12489,'Josef Still']
12490,'New Century Saxophone Quartet']
12491,['The Liddles']
12492,['Baby Doll Lounge']
12493,['Hood']
12494,['Special Guests']
12495,['The Paisley Springtime']
12496,['Boyracer']
12497,['The Harbour Pilots']
12498,['The Spires']
12499,['The Simon Guild Guitar Experience']
12500,['Lou Reid'
12501,'Carolina']
12502,['Crooked Brothers']
12503,'Guiomar Novaes']
12504,['The Cryptics']
12505,['Cantalouper']
12506,['The Pineapple Thief']
12507,['Cavo']
12508,['Taking Back Sunday']
12509,['Nickelback']
12510,['The Used']
12511,['Theory of a Deadman']
12512,['The All-American Rejects']
12513,['Hoobastank']
12514,['Avenged Sevenfold']
12515,['Forrest Fang']
12516,['Parlormuse']
12517,['Thom Yorke']
12518,['Vivek Shraya']
12519,['Brad Felt']
12520,['Jaia']
12521,['Lemon Sun']
12522,['Horace Tapscott'
12523,'Marcus Belgrave'
12524,'Abraham Burton'
12525,'Reggie Workman'
12526,'Andrew Cyrille']
12527,['Jim Rivers']
12528,['Sora']
12529,['Joe Baker']
12530,['Wil Key']
12531,['GDP']
12532,['Curtis Macdonald']
12533,['Wild Light']
12534,['Wolfbait']
12535,['Karunesh']
12536,['People Under The Stairs']
12537,['Missy Raines'
12538,'Missy Raines & the New Hip']
12539,['Vale Of Pnath']
12540,['Left Lane Cruiser']
12541,['Coloma']
12542,['The Roxx']
12543,['Rev. Gary Davis']
12544,'William Whitehead']
12545,['Leela James']
12546,['LenCat']
12547,['King Nostic']
12548,['DT Unique Kenzi Band']
12549,"[""Liberty n' Justice""]"
12550,['L & M Steele']
12551,['Grasstowne'
12552,'Alan Bibey'
12553,'Phil Leadbetter'
12554,'Steve Gulley']
12555,['Terry Adams']
12556,['The Static Rising']
12557,['Maximianno Cobra']
12558,['Drake'
12559,"""Cassettes Won't Listen""]"
12560,['Sweet Potato Pie']
12561,'Wilke te Brummelstroete'
12562,'James Oxley'
12563,'Jonathan Brown'
12564,'Gillian Keith'
12565,'Angharad Gruffydd Jones'
12566,['Charlie Hope']
12567,['Steve Strongman']
12568,['Sasha Ilyukevich & The Highly Skilled Migrants']
12569,['Mari Iijima']
12570,'Bamberg Symphony'
12571,'Jonathan Nott']
12572,['Joseph Bertolozzi']
12573,['Sean Sheridan']
12574,['Studio Apartment']
12575,['Studio Apartment'
12576,'Yasmeen Sulieman']
12577,"[""The Master's Chorale""]"
12578,'Budapest Festival Orchestra'
12579,'Iván Fischer']
12580,'Amsterdam Sinfonietta'
12581,'Candida Thompson']
12582,['Amsterdam Sinfonietta'
12583,['Pavel Haas'
12584,['The Furious Seasons']
12585,['Johann Georg Albrechtsberger'
12586,'Jörgen Van Rijen'
12587,'Combattimento Consort Amsterdam'
12588,'Jan Willem de Vriend']
12589,['Dario Castello'
12590,['Leopold Mozart'
12591,['Biagio Marini'
12592,['Georg Christoph Wagenseil'
12593,['Christine Kane']
12594,['Bo Linde'
12595,'Gävle Symphony Orchestra'
12596,['Dizzy Gillespie Big Band']
12597,['Blackguard']
12598,['Marty Grosz']
12599,"['Marty Grosz,Panic Slim']"
12600,"['Marty Grosz,Vince Giordano']"
12601,['Andreas Kapsalis']
12602,['Chuck Elmore']
12603,['Inf']
12604,['Sean Sheridan'
12605,'SlowMotionNoise']
12606,['Spring Creek']
12607,['Stanley Smith']
12608,['Ferrell Stowe']
12609,['Grandmaster Flash & The Furious Five']
12610,['Kool Moe Dee']
12611,['Positive K']
12612,['Kurtis Blow']
12613,['Newcleus']
12614,['Candyman']
12615,['Roxanne Shante']
12616,['Coolio']
12617,['Fat Boys']
12618,['Vanilla Ice']
12619,['Biz Markie']
12620,['Afrika Bambaataa']
12621,'Eazy-E']
12622,['The Sugarhill Gang']
12623,['2Pac']
12624,['Slick Rick']
12625,['Whodini']
12626,['KRS-One']
12627,['Warren Smith']
12628,['Billy Price & Fred Chapellier']
12629,'Norman Engel'
12630,'Aradia Ensemble'
12631,'Kevin Mallon']
12632,'Jeni Bern'
12633,'Susan Bisatt'
